window_start,window_end,dataset_split,days_with_data,total_intake_kcal,total_workout_kcal,fm_start_kg,fm_end_kg,delta_fm_kg
2023-07-31,2023-08-13 00:00:00,TRAIN,14,23464.00,9500,17.941,18.004,0.063
2023-08-07,2023-08-20 00:00:00,TRAIN,14,22923.00,5244,18.003,18.202,0.199
2023-08-14,2023-08-27 00:00:00,TRAIN,14,20868.00,2656,18.110,18.654,0.544
2023-08-21,2023-09-03 00:00:00,TRAIN,14,21174.00,6078,18.202,18.345,0.143
2023-08-28,2023-09-10 00:00:00,TRAIN,14,22976.00,7473,18.540,18.824,0.284
2023-09-04,2023-09-17 00:00:00,TRAIN,14,24578.00,7025,18.482,18.828,0.346
2023-09-11,2023-09-24 00:00:00,TRAIN,14,23138.00,6050,18.898,18.777,-0.121
2023-09-18,2023-10-01 00:00:00,TRAIN,14,21192.00,6265,18.912,18.735,-0.177
2023-09-25,2023-10-08 00:00:00,TRAIN,14,18611.00,7666,18.761,18.670,-0.091
2023-10-02,2023-10-15 00:00:00,TRAIN,14,18334.00,6455,18.689,18.514,-0.175
2023-10-09,2023-10-22 00:00:00,TRAIN,14,18350.00,3927,18.642,18.601,-0.041
2023-10-16,2023-10-29 00:00:00,TRAIN,14,18071.00,4928,18.638,18.827,0.189
2023-10-23,2023-11-05 00:00:00,TRAIN,14,20976,8109,18.447,18.743,0.296
2023-10-30,2023-11-12 00:00:00,TRAIN,14,25426,8336,18.827,18.803,-0.024
2023-11-06,2023-11-19 00:00:00,TRAIN,14,29562.00,5046,18.716,18.943,0.227
2023-11-13,2023-11-26 00:00:00,TRAIN,14,26466.00,4531,18.790,19.162,0.372
2023-11-20,2023-12-03 00:00:00,TRAIN,14,24751.00,4614,18.959,19.193,0.234
2023-11-27,2023-12-10 00:00:00,TRAIN,14,24511.00,2629,19.170,19.079,-0.091
2023-12-04,2023-12-17 00:00:00,TRAIN,14,23399.00,3863,19.136,19.726,0.590
2023-12-11,2023-12-24 00:00:00,TRAIN,14,24147.00,6739,19.291,19.822,0.531
2023-12-18,2023-12-31 00:00:00,TRAIN,14,22369,7169,19.726,20.295,0.569
2023-12-25,2024-01-07 00:00:00,TRAIN,14,19169.00,7055,19.963,20.512,0.549
2024-01-01,2024-01-14 00:00:00,TRAIN,14,21638.00,12025,20.387,20.350,-0.037
2024-01-08,2024-01-21 00:00:00,TRAIN,14,24162.00,8108,20.530,20.075,-0.455
2024-01-15,2024-01-28 00:00:00,TRAIN,14,25104.00,4944,20.364,20.254,-0.110
2024-01-22,2024-02-04 00:00:00,TRAIN,14,25938.00,6927,20.065,20.286,0.221
2024-01-29,2024-02-11 00:00:00,TRAIN,14,22269.00,6110,20.252,20.356,0.104
2024-02-05,2024-02-18 00:00:00,TRAIN,14,19843.00,5579,20.358,20.613,0.255
2024-02-12,2024-02-25 00:00:00,TRAIN,14,20605.00,5772,20.357,20.457,0.100
2024-02-19,2024-03-03 00:00:00,TRAIN,14,23788.00,5441,20.597,20.081,-0.516
2024-02-26,2024-03-10 00:00:00,TRAIN,14,25798.00,6354,20.504,20.252,-0.252
2024-03-04,2024-03-17 00:00:00,TRAIN,14,25091.00,8919,20.132,20.694,0.562
2024-03-11,2024-03-24 00:00:00,TRAIN,14,22837.00,4833,20.350,20.295,-0.055
2024-03-18,2024-03-31 00:00:00,TRAIN,14,24468.00,3349,20.590,20.485,-0.105
2024-03-25,2024-04-07 00:00:00,TRAIN,14,25605.00,7234,20.286,20.606,0.320
2024-04-01,2024-04-14 00:00:00,TRAIN,14,22894.00,7676,20.592,20.947,0.355
2024-04-08,2024-04-21 00:00:00,TRAIN,14,26346.00,9506,20.563,21.084,0.521
2024-04-15,2024-04-28 00:00:00,TRAIN,14,27548.00,9273,21.106,21.283,0.177
2024-04-22,2024-05-05 00:00:00,TRAIN,14,26236.00,10216,21.143,21.124,-0.019
2024-04-29,2024-05-12 00:00:00,TRAIN,14,26277.00,13252,21.283,21.130,-0.153
2024-05-06,2024-05-19 00:00:00,TRAIN,14,24283.00,10164,21.199,20.781,-0.418
2024-05-13,2024-05-26 00:00:00,TRAIN,14,25442.00,9318,20.978,20.370,-0.608
2024-05-20,2024-06-02 00:00:00,TRAIN,14,26055.00,10991,20.781,20.398,-0.383
2024-05-27,2024-06-09 00:00:00,TRAIN,14,25898,12503,20.337,20.509,0.172
2024-06-03,2024-06-16 00:00:00,TRAIN,14,25995,12008,20.382,20.608,0.226
2024-06-10,2024-06-23 00:00:00,TRAIN,14,24842.00,10141,20.463,20.466,0.003
2024-06-17,2024-06-30 00:00:00,TRAIN,14,24248.00,11058,20.680,20.147,-0.533
2024-06-24,2024-07-07 00:00:00,TRAIN,14,24020.00,9998,20.465,19.694,-0.771
2024-07-01,2024-07-14 00:00:00,TRAIN,14,26488.00,11086,20.287,19.639,-0.648
2024-07-08,2024-07-21 00:00:00,TRAIN,14,25241.00,7783,19.698,19.539,-0.159
2024-07-15,2024-07-28 00:00:00,TRAIN,14,23221.00,5059,19.609,20.052,0.443
2024-07-22,2024-08-04 00:00:00,TRAIN,14,22628.00,7406,19.783,20.233,0.450
2024-07-29,2024-08-11 00:00:00,TRAIN,14,20408.00,6882,20.212,20.638,0.426
2024-08-05,2024-08-18 00:00:00,TRAIN,14,21058.00,9621,20.370,20.256,-0.114
2024-08-12,2024-08-25 00:00:00,TRAIN,14,22034.00,8666,20.419,20.112,-0.307
2024-08-19,2024-09-01 00:00:00,TRAIN,14,21033.00,6396,20.353,20.208,-0.145
2024-08-26,2024-09-08 00:00:00,TRAIN,14,22060.00,8793,20.239,20.213,-0.026
2024-09-02,2024-09-15 00:00:00,TRAIN,14,25366.00,9752,20.188,20.248,0.060
2024-09-09,2024-09-22 00:00:00,TRAIN,14,22828.00,9459,20.340,20.722,0.382
2024-09-16,2024-09-29 00:00:00,TRAIN,14,20993,8609,20.308,20.259,-0.049
2024-09-23,2024-10-06 00:00:00,TRAIN,14,22688.00,6888,20.646,19.863,-0.783
2024-09-30,2024-10-13 00:00:00,TRAIN,14,19742.00,4485,20.239,19.939,-0.300
2024-10-07,2024-10-20 00:00:00,TRAIN,14,16832.00,1928,19.970,20.030,0.060
2024-10-14,2024-10-27 00:00:00,TRAIN,14,17801.00,4023,20.086,19.816,-0.270
2024-10-21,2024-11-03 00:00:00,TRAIN,14,19343.00,5559,20.030,19.800,-0.230
2024-10-28,2024-11-10 00:00:00,TRAIN,14,21117.00,5011,19.917,19.809,-0.108
2024-11-04,2024-11-17 00:00:00,TRAIN,14,21032,6966,19.875,20.472,0.597
2024-11-11,2024-11-24 00:00:00,TRAIN,14,19313.00,5743,19.809,20.274,0.465
2024-11-18,2024-12-01 00:00:00,TRAIN,14,18619.00,1537,20.171,20.274,0.103
2024-11-25,2024-12-08 00:00:00,TRAIN,14,18878.00,3729,20.274,20.328,0.054
2024-12-02,2024-12-15 00:00:00,TRAIN,14,17773.00,4848,20.984,20.383,-0.601
2024-12-09,2024-12-22 00:00:00,TRAIN,14,16095.00,1921,20.254,20.000,-0.254
2024-12-16,2024-12-29 00:00:00,TRAIN,14,20759.00,5534,20.381,19.781,-0.600
2024-12-23,2025-01-05 00:00:00,TRAIN,14,21273,7135,19.867,19.800,-0.067
2024-12-30,2025-01-12 00:00:00,TRAIN,14,20864,5534,19.800,19.800,0.000
2025-01-06,2025-01-19 00:00:00,TEST,14,24142,6699,19.800,20.022,0.222
2025-01-13,2025-01-26 00:00:00,TEST,14,22620,4990,19.800,20.194,0.394
2025-01-20,2025-02-02 00:00:00,TEST,14,20683.00,1654,20.013,20.004,-0.009
2025-01-27,2025-02-09 00:00:00,TEST,14,17197.00,1981,20.138,20.424,0.286
2025-02-03,2025-02-16 00:00:00,TEST,14,18513.00,2556,20.224,20.819,0.595
2025-02-10,2025-02-23 00:00:00,TEST,14,19147.00,2825,20.505,20.314,-0.191
2025-02-17,2025-03-02 00:00:00,TEST,14,15010.00,2725,20.937,20.357,-0.580
2025-02-24,2025-03-09 00:00:00,TEST,14,15275.00,2222,20.246,20.188,-0.058
2025-03-03,2025-03-16 00:00:00,TEST,14,16409.00,2394,20.357,20.214,-0.143
2025-03-10,2025-03-23 00:00:00,TEST,14,18170.00,2565,20.265,20.116,-0.149
2025-03-17,2025-03-30 00:00:00,TEST,14,20485.00,3496,20.263,19.947,-0.316
2025-03-24,2025-04-06 00:00:00,TEST,14,20939.00,3305,20.201,19.699,-0.502
2025-03-31,2025-04-13 00:00:00,TEST,14,20819.00,3719,19.857,19.935,0.078
2025-04-07,2025-04-20 00:00:00,TEST,14,20839.00,3973,19.757,20.060,0.303
2025-04-14,2025-04-27 00:00:00,TEST,14,19576.00,2876,19.863,20.677,0.814
2025-04-21,2025-05-04 00:00:00,TEST,14,22765.00,3606,20.210,20.790,0.580
2025-04-28,2025-05-11 00:00:00,TEST,14,25735.00,3760,20.643,21.437,0.794
2025-05-05,2025-05-18 00:00:00,TEST,14,21720.00,5255,20.854,21.276,0.422
2025-05-12,2025-05-25 00:00:00,TEST,14,18441.00,5795,21.344,20.782,-0.562
2025-05-19,2025-06-01 00:00:00,TEST,14,16073.00,2481,21.257,20.767,-0.490
2025-05-26,2025-06-08 00:00:00,TEST,14,16933.00,1349,20.936,20.024,-0.912
2025-06-02,2025-06-15 00:00:00,TEST,14,18533.00,1179,20.767,19.999,-0.768
2025-06-09,2025-06-22 00:00:00,TEST,14,18991.00,3037,19.977,19.941,-0.036
2025-06-16,2025-06-29 00:00:00,TEST,14,19235.00,3937,19.857,19.896,0.039
2025-06-23,2025-07-06 00:00:00,TEST,14,20595.00,4915,19.920,20.306,0.386
2025-06-30,2025-07-13 00:00:00,TEST,14,22321.00,6835,19.953,20.493,0.540
2025-07-07,2025-07-20 00:00:00,TEST,14,21405.00,7548,20.399,20.672,0.273
2025-07-14,2025-07-27 00:00:00,TEST,14,19836.00,6350,20.512,20.886,0.374
2025-07-21,2025-08-03 00:00:00,TEST,14,23200.00,8354,20.649,21.016,0.367
2025-07-28,2025-08-10 00:00:00,TEST,14,24130.00,6576,20.886,20.768,-0.118
2025-08-04,2025-08-17 00:00:00,TEST,14,21173.00,3107,20.870,20.876,0.006
2025-08-11,2025-08-24 00:00:00,TEST,14,23968.00,5015,20.768,20.814,0.046
2025-08-18,2025-08-31 00:00:00,TEST,14,25655.00,6308,20.811,20.869,0.058
2025-08-25,2025-09-07 00:00:00,TEST,14,26047,9684,20.816,20.779,-0.037
2025-09-01,2025-09-14 00:00:00,TEST,14,26001,9248,20.837,20.943,0.106
2025-09-08,2025-09-21 00:00:00,TEST,14,24058,6701,20.911,21.566,0.655
2025-09-15,2025-09-28 00:00:00,TEST,14,25469,8137,20.943,21.354,0.411
